symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading,roce_2024,operating_margin_2024,revenue_growth_2024,roce_2014,operating_margin_2014,revenue_growth_2014,roce_2015,operating_margin_2015,revenue_growth_2015,roce_2016,operating_margin_2016,revenue_growth_2016,roce_2017,operating_margin_2017,revenue_growth_2017,roce_2018,operating_margin_2018,revenue_growth_2018,roce_2019,operating_margin_2019,revenue_growth_2019,roce_2020,operating_margin_2020,revenue_growth_2020,roce_2021,operating_margin_2021,revenue_growth_2021,roce_2022,operating_margin_2022,revenue_growth_2022,roce_2023,operating_margin_2023,revenue_growth_2023,roce_growth,roce_current_year,operating_margin_growth,operating_margin_current_year,revenue_growth_current_year,roce_growth_rank,operating_margin_growth_rank,revenue_growth_current_year_rank,roce_current_year_rank,operating_margin_current_year_rank,final_score,final_rank
FIDZX,Fidelity Advisor International Capital Appreciation Fund Class Z,8.71,Financial Services,Asset Management,1.13,32.96,0.137,0,NASDAQ,NASDAQ,US,False,True,True,9.53,6.85,-12.54,15.59,6.94,6.55,16.65,7.24,5.02,19.9,8.38,7.02,18.92,8.59,-0.35,17.77,7.99,4.2,15.49,7.29,10.19,13.4,8.53,-2.37,11.61,7.86,1.78,16.43,8.76,35.9,14.37,8.5,-0.31,-0.28414976331369607,9.53,0.001823218741408958,6.85,-12.54,2818.0,1787.0,3132.0,234.0,842.0,1746.9,3111.0
NMT,Nuveen Massachusetts Quality Municipal Income Fund,0.11,Financial Services,Asset Management - Income,0.436,11.81,0.85,21962,New York Stock Exchange,NYSE,US,False,True,True,3.3,88.63,-7.59,3.76,82.54,-4.38,3.52,83.1,83.9,3.35,87.11,-6.48,3.37,85.4,-0.23,1.47,160.54,-77.28,3.12,72.89,377.42,3.03,157.25,-55.11,2.76,50.36,193.51,2.81,-30.66,-249.53,3.09,-162.98,-80.13,-0.003394345227916821,3.3,-2.6850567554988873,88.63,-7.59,2005.0,3260.0,2988.0,546.0,183.0,1747.25,3112.0
FNA,"Paragon 28, Inc.",0.86,Healthcare,Medical - Devices,1.007,10.31,0.0,335666,New York Stock Exchange,NYSE,US,False,False,True,-17.25,-17.69,13.22,,,,,,,,,,,,,,,,9.94,2.56,,7.45,5.07,4.42,-5.37,-7.31,32.87,-18.88,-19.32,23.0,-12.89,-17.24,19.3,-4.9100202596681335,-17.25,-4.086374315462697,-17.69,13.22,3377.0,3307.0,936.0,263.0,246.0,1747.8500000000001,3113.0
PDFS,"PDF Solutions, Inc.",1.23,Technology,Software - Application,1.486,31.6,0.0,125113,NASDAQ Global Select,NASDAQ,US,False,False,True,-0.1,-0.15,2.82,16.87,27.79,-1.27,10.85,19.64,-2.18,6.36,12.07,9.68,0.09,0.19,-5.2,-4.82,-11.6,-15.78,-3.52,-8.71,-0.24,-6.84,-19.07,2.88,-5.49,-11.38,26.14,-0.95,-1.41,33.76,-0.47,-0.68,11.64,-0.6861691858015159,-0.1,-1.02618119746615,-0.15,2.82,3049.0,3064.0,1803.0,258.0,254.0,1747.9,3114.0
FPH,"Five Point Holdings, LLC",0.28,Real Estate,Real Estate - Development,1.475,4.06,0.0,115958,New York Stock Exchange,NYSE,US,False,False,True,2.19,29.09,-7.01,7.5,44.25,-12.47,1.19,12.28,-54.59,5.91,262.01,10.64,3.64,64.36,254.17,-3.27,-160.99,-64.86,-5.36,-73.7,276.36,-2.18,-36.06,-16.68,-0.9,-10.25,46.07,-1.46,-86.43,-80.97,0.97,12.4,395.93,-0.10316079555172912,2.19,-1.070851043616773,29.09,-7.01,2545.0,3075.0,2965.0,156.0,105.0,1748.2,3115.0
MKSI,"MKS Instruments, Inc.",7.65,Technology,"Hardware, Equipment & Parts",1.624,113.64,0.88,648773,NASDAQ Global Select,NASDAQ,US,False,False,True,5.86,13.63,-2.15,12.07,17.31,16.65,13.25,19.25,4.18,7.96,12.14,59.23,19.18,21.22,47.91,21.02,23.81,8.31,7.09,11.57,-8.45,12.88,19.48,22.64,17.13,23.69,26.59,5.85,17.39,20.25,-18.79,-42.9,2.11,-0.4032009259435587,5.86,-0.36739619327351375,13.63,-2.15,2922.0,2826.0,2637.0,185.0,102.0,1748.65,3116.0
NXJ,Nuveen New Jersey Quality Municipal Income Fund,0.52,Financial Services,Asset Management - Income,0.491,12.62,0.94,52312,New York Stock Exchange,NYSE,US,False,True,True,0.79,84.16,-74.87,-0.72,180.35,-105.56,1.68,86.8,-3392.31,6.12,94.08,243.92,5.21,78.94,-34.81,4.28,112.55,-13.04,5.43,101.97,-7.73,4.82,35.98,177.68,4.89,-202758.4,-100.02,4.86,-316.04,59980.76,5.47,-46.84,555.15,0.010972552411206893,0.79,-150.12134481511802,84.16,-74.87,1371.0,3437.0,3380.0,842.0,226.0,1750.7500000000002,3117.0
MLP,"Maui Land & Pineapple Company, Inc.",0.48,Real Estate,Real Estate - Services,0.46,24.25,0.0,6787,New York Stock Exchange,NYSE,US,False,False,True,-13.14,-45.13,11.76,45.96,60.31,116.98,340.58,40.95,-30.97,64.33,49.55,107.86,25.82,45.49,-48.53,-10.36,-40.74,-54.72,-5.01,-18.04,-8.99,-9.08,-42.8,-24.94,-8.71,-24.87,65.03,4.29,8.22,68.45,-8.42,-30.65,-47.92,-5.637011745153754,-13.14,-6.017921537948818,-45.13,11.76,3392.0,3337.0,1002.0,214.0,214.0,1751.3,3118.0
NRDY,"Nerdy, Inc.",0.28,Technology,Software - Application,1.704,1.58,0.0,3409514,New York Stock Exchange,NYSE,US,False,False,True,-90.22,-32.42,2.03,,,,,,,,,,,,,,,,-54.36,-22.7,25.56,-78.21,-17.25,14.94,-69.1,-66.43,35.3,-95.23,-55.83,15.64,-64.59,-29.77,18.89,-1.4912815495295448,-90.22,-0.09328560059379185,-32.42,2.03,3214.0,2511.0,1917.0,418.0,374.0,1751.6499999999999,3119.0
FTK,"Flotek Industries, Inc.",0.25,Energy,Oil & Gas Equipment & Services,1.041,8.5,0.0,88393,New York Stock Exchange,NYSE,US,False,False,True,8.25,5.36,-5.11,22.61,18.01,21.05,-5.7,-5.73,-25.56,-2.47,-2.78,-21.39,-1.08,-0.9,20.65,-34.62,-39.27,-43.94,-39.46,-62.99,-32.86,-108.22,-116.79,-55.48,-74.55,-54.22,-18.58,-263.57,-26.03,214.53,21.16,12.35,38.18,-1.074311553796459,8.25,-0.0733407925785945,5.36,-5.11,3147.0,2470.0,2877.0,89.0,109.0,1751.8999999999999,3120.0
OGN,Organon & Co.,4.09,Healthcare,Drug Manufacturers - General,0.796,15.87,1.12,1060821,New York Stock Exchange,NYSE,US,False,False,True,15.08,23.44,2.33,,,,,,,,,,,,,30.24,27.68,-6.89,41.78,49.47,-20.46,30.86,35.19,4.1,20.03,25.68,-22.13,17.51,23.94,-2.06,14.54,21.22,1.44,-2.9525961236207188,15.08,-1.1356008613025275,23.44,2.33,3333.0,3096.0,1869.0,55.0,44.0,1752.6,3121.0
CHGG,"Chegg, Inc.",0.22,Consumer Defensive,Education & Training Services,1.314,2.11,0.0,3368699,New York Stock Exchange,NYSE,US,False,False,True,-152.46,-105.2,-7.57,-25.91,-21.37,19.27,-24.53,-19.15,-1.14,-17.7,-15.77,-15.69,-4.8,-7.44,0.38,-0.89,-1.94,25.88,2.68,9.24,27.98,2.65,8.81,56.8,0.45,1.63,20.47,4.73,14.34,-1.21,-5.6,-9.45,-6.6,-0.4346704425124421,-152.46,-0.1373636673112758,-105.2,-7.57,2944.0,2586.0,2987.0,129.0,129.0,1752.85,3122.0
HOG,"Harley-Davidson, Inc.",4.28,Consumer Cyclical,Auto - Recreational Vehicles,1.476,33.63,0.69,616137,New York Stock Exchange,NYSE,US,False,False,True,7.02,11.2,-4.87,17.94,20.57,5.57,15.97,19.28,-3.74,14.93,17.49,0.02,13.08,15.78,-5.82,10.1,12.48,1.23,5.07,6.94,-6.21,0.77,1.53,-24.38,10.68,15.43,31.62,11.43,15.8,7.85,8.9,13.35,1.41,-0.4084590145779912,7.02,-0.17961655094846624,11.2,-4.87,2928.0,2643.0,2861.0,210.0,107.0,1753.15,3123.0
JOBBX,JPMorgan SmartRetirement Blend 2040 Fund Class R5,2.76,Financial Services,Asset Management,1.17,32.66,0.64,0,NASDAQ,NASDAQ,US,False,True,True,-1.06,-1.58,0.0,11.92,17.31,1.3,11.35,18.08,2.26,4.31,7.53,-21.38,-3.27,-5.53,-12.57,-8.52,-15.6,-9.8,2.8,4.89,20.14,5.93,8.35,22.75,12.21,18.09,1.23,8.29,12.44,-3.25,-1.06,-1.58,-11.45,-0.03299499618179334,-1.06,-0.04624149313978753,-1.58,0.0,2308.0,2380.0,2186.0,950.0,913.0,1753.5,3124.0
IBM,International Business Machines Corporation,210.27,Technology,Information Technology Services,0.71,227.41,6.67,2639599,New York Stock Exchange,NYSE,US,False,False,True,6.65,11.21,1.16,24.21,20.33,-6.98,20.89,19.48,-11.91,16.25,16.51,-2.23,13.47,14.98,-0.98,15.6,16.69,0.57,10.05,14.92,-3.07,5.1,8.05,-4.57,6.09,10.45,-22.1,2.48,3.92,5.54,8.94,14.62,2.2,-1.4353276338548262,6.65,-0.5964745409768091,11.21,1.16,3205.0,2939.0,2038.0,170.0,127.0,1754.1500000000003,3125.0
AI,"C3.ai, Inc.",4.59,Technology,Information Technology Services,1.789,37.18,0.0,5488083,New York Stock Exchange,NYSE,US,False,False,True,-33.72,-97.36,4.78,,,,,,,,,,,,,,,,-21.81,-39.35,,-31.91,-45.64,71.02,-5.62,-32.89,16.95,-19.21,-77.59,37.96,-30.04,-108.88,5.55,-0.2250143744945121,-33.72,-11.384976106640263,-97.36,4.78,2755.0,3377.0,1537.0,394.0,405.0,1754.5,3126.0
DIS,The Walt Disney Company,212.73,Communication Services,Entertainment,1.398,117.47,0.75,4690471,New York Stock Exchange,NYSE,US,False,False,True,7.5,13.26,0.0,16.28,23.64,8.37,18.41,25.21,7.48,19.27,26.04,6.04,18.21,25.16,-0.89,18.38,24.96,7.79,7.4,17.28,17.12,2.16,5.78,-6.06,2.02,5.18,3.1,3.91,8.26,22.7,5.15,10.11,7.47,-1.1062607108354292,7.5,-1.2923593682665022,13.26,0.0,3152.0,3133.0,2186.0,39.0,32.0,1756.7,3127.0
MHF,Western Asset Municipal High Income Fund Inc.,0.16,Financial Services,Asset Management - Income,0.426,7.22,0.41,70141,New York Stock Exchange,NYSE,US,False,True,True,-1.62,-32.51,17.96,4.41,86.57,-5.37,4.56,86.79,1.38,3.89,84.58,-11.13,1.84,92.87,-57.77,0.56,80.88,-66.19,8.46,98.49,1202.18,1.35,89.53,-82.88,5.12,97.07,260.43,-13.99,101.27,-322.29,3.77,83.87,-132.66,-0.12236967023021669,-1.62,-0.9216675448132058,-32.51,17.96,2592.0,3041.0,767.0,959.0,969.0,1756.85,3128.0
NUV,"Nuveen Municipal Value Fund, Inc.",1.87,Financial Services,Asset Management,0.362,9.0,0.37,212205,New York Stock Exchange,NYSE,US,False,True,True,-2.21,-42.0,23.19,4.22,88.69,-1.37,4.08,88.67,-3.49,3.88,97.81,-11.48,2.85,98.25,-27.35,-0.65,103.86,-121.07,10.27,99.46,-1860.8,2.68,98.12,-73.83,4.56,98.97,71.29,-17.04,100.23,-403.95,4.04,88.51,-126.25,-0.11916978574069685,-2.21,-1.2923940641525824,-42.0,23.19,2584.0,3134.0,645.0,967.0,975.0,1757.9500000000003,3129.0
CWH,"Camping World Holdings, Inc.",2.43,Consumer Cyclical,Auto - Dealerships,2.517,24.44,0.5,625916,New York Stock Exchange,NYSE,US,False,False,True,5.87,2.87,-3.56,35.9,7.02,11.81,51.09,7.37,26.5,40.32,7.98,5.8,27.15,8.43,21.51,13.39,4.19,11.83,1.73,0.73,2.09,21.44,8.74,11.34,28.82,11.56,26.94,19.42,8.16,0.77,9.22,4.29,-10.63,-1.7663126994076808,5.87,-0.008729526603998663,2.87,-3.56,3243.0,2188.0,2767.0,223.0,251.0,1758.1999999999998,3130.0
GEHC,GE HealthCare Technologies Inc.,38.02,Healthcare,Medical - Healthcare Information Services,1.2092775,83.22,0.14,1189516,NASDAQ Global Select,NASDAQ,US,False,False,True,10.2,13.14,0.03,,,,,,,,,,,,,,,,,,,15.36,15.85,3.19,14.3,15.89,2.45,12.39,13.75,4.3,10.37,12.45,6.6,-1.3613467927691938,10.2,-0.6978848475604861,13.14,0.03,3190.0,2985.0,2178.0,93.0,93.0,1758.3999999999999,3131.0
AFCG,"AFC Gamma, Inc.",0.21,Real Estate,REIT - Specialty,1.079,9.73,1.32,105891,NASDAQ Global Market,NASDAQ,US,False,False,True,6.26,30.13,-10.17,,,,,,,,,,,,,,,,,,,5.17,85.41,,5.5,55.24,580.66,9.64,61.19,87.85,-4.56,-28.18,-7.59,-0.04330058384972683,6.26,-9.74985006113247,30.13,-10.17,2365.0,3370.0,3085.0,51.0,101.0,1758.4,3132.0
SCL,Stepan Company,1.73,Basic Materials,Chemicals - Specialty,0.805,76.9,1.5,106922,New York Stock Exchange,NYSE,US,False,False,True,4.31,3.34,-5.98,9.94,4.71,2.47,12.32,6.91,-7.84,11.94,7.15,-0.56,12.7,7.59,8.99,13.21,7.59,3.58,4.36,2.91,-6.78,6.89,4.93,0.59,5.53,3.69,25.47,5.97,3.79,18.21,3.34,2.52,-16.14,-0.6093879380726503,4.31,-0.19634314235243,3.34,-5.98,3028.0,2665.0,2923.0,73.0,78.0,1758.6499999999999,3133.0
SCWO,"374Water, Inc.",0.14,Industrials,Industrial - Pollution & Treatment Controls,-0.299,0.98,0.0,103068,NASDAQ Capital Market,NASDAQ,US,False,False,True,-133.19,-3591.52,-57.8,-235.08,-101.94,19.31,164.62,-69.89,23.58,43.64,-10.46,10.9,163.72,50.6,45.07,-1045.77,-357.72,-77.7,648.09,-1718.45,-87.37,167.67,-995.91,66.67,-25.68,-6582.14,20.25,-57.62,-157.72,6169.27,-58.61,-1161.75,-75.33,0.00015886566944792006,-133.19,-92.92545712172556,-3591.52,-57.8,1636.0,3429.0,3358.0,406.0,403.0,1760.3000000000002,3134.0
INDI,"indie Semiconductor, Inc.",0.96,Technology,Semiconductors,1.21,5.23,0.0,1370421,NASDAQ Capital Market,NASDAQ,US,False,False,True,-21.57,-65.66,2.53,,,,,,,,,,,,,-25.29,-29.51,,-0.12,-1.67,-20.94,22.1,-85.1,-0.45,-16.95,-153.08,114.12,-21.82,-106.62,128.86,-19.92,-60.68,101.42,-0.27523741142794556,-21.57,-1.308752801715148,-65.66,2.53,2806.0,3139.0,1847.0,372.0,398.0,1760.3500000000001,3135.0
CTLT,"Catalent, Inc.",11.09,Healthcare,Drug Manufacturers - Specialty & Generic,1.158,61.11,0.0,771190,New York Stock Exchange,NYSE,US,False,False,True,0.64,1.27,0.94,9.13,13.18,1.52,9.46,14.2,0.17,8.07,11.79,0.94,7.85,11.28,12.3,6.86,11.01,18.7,1.12,2.45,2.22,2.09,4.65,22.89,4.47,8.85,29.21,3.7,7.23,20.76,-1.48,-3.2,-11.43,-0.784016275333331,0.64,-0.971541342431338,1.27,0.94,3083.0,3054.0,2067.0,176.0,170.0,1760.8000000000002,3136.0
FFIV,"F5, Inc.",14.67,Technology,Software - Infrastructure,1.05,250.35,0.0,294699,NASDAQ Global Select,NASDAQ,US,False,False,True,16.18,23.69,0.0,31.9,28.51,16.93,35.51,28.8,10.84,38.06,27.89,3.92,37.32,27.61,4.76,36.91,28.19,3.41,22.69,23.12,3.75,12.25,17.67,4.83,12.37,17.13,10.74,12.16,15.5,3.55,14.25,19.12,4.35,-1.9960436827785302,16.18,-0.6977908808335057,23.69,0.0,3263.0,2984.0,2186.0,62.0,45.0,1761.8500000000004,3137.0
DNUT,"Krispy Kreme, Inc.",1.87,Consumer Defensive,Grocery Stores,1.39,11.02,0.14,680921,NASDAQ Global Select,NASDAQ,US,False,False,True,0.07,0.11,1.55,16.41,10.42,5.62,16.39,10.12,6.52,19.38,10.95,5.79,,,,,,,1.52,3.96,20.55,0.17,0.38,16.95,,,,1.57,2.97,,0.48,0.78,21.79,-1.6216014233026135,0.07,-0.9993280878729128,0.11,1.55,3228.0,3058.0,1978.0,117.0,117.0,1762.1000000000001,3138.0
BCAL,Southern California Bancorp,0.58,Financial Services,Banks - Regional,0.535,17.92,0.0,31592,NASDAQ Capital Market,NASDAQ,US,False,False,True,-0.96,-30.44,7.4,3.73,25.81,31.98,2.23,22.55,25.53,,,,,,,0.12,2.02,45.71,0.19,2.79,26.55,0.13,2.3,36.7,,,,0.16,1.85,36.96,3.94,30.56,29.47,-0.03765024328840942,-0.96,-0.833295816547618,-30.44,7.4,2339.0,3023.0,1271.0,945.0,967.0,1762.4,3139.0
CIPMX,Champlain Mid Cap Fund Advisor Class,5.05,Financial Services,Asset Management,0.98,26.06,0.0,0,NASDAQ,NASDAQ,US,False,True,True,40.34,13.83,18.98,182.06,32.69,12.78,148.51,33.15,0.99,87.27,31.0,-3.44,83.87,27.62,4.4,77.83,29.79,7.82,78.84,25.23,9.65,39.79,17.53,5.54,28.67,9.25,60.07,44.61,16.11,35.2,37.87,13.42,24.37,-10.038631940284041,40.34,-2.028250469547894,13.83,18.98,3428.0,3207.0,737.0,9.0,765.0,1763.75,3140.0
ASMOX,AQR Small Cap Momentum Style Fund Class I,0.14,Financial Services,Asset Management,1.12,25.12,0.154,0,NASDAQ,NASDAQ,US,False,True,True,40.34,13.83,18.98,182.06,32.69,12.78,148.51,33.15,0.99,87.27,31.0,-3.44,83.87,27.62,4.4,77.83,29.79,7.82,78.84,25.23,9.65,39.79,17.53,5.54,28.67,9.25,60.07,44.61,16.11,35.2,37.87,13.42,24.37,-10.038631940284041,40.34,-2.028250469547894,13.83,18.98,3428.0,3207.0,737.0,9.0,765.0,1763.75,3140.0
FAMFX,FAM Small Cap Fund Investor Class,0.41,Financial Services,Asset Management,0.92,29.98,0.0,0,NASDAQ,NASDAQ,US,False,True,True,40.34,13.83,18.98,182.06,32.69,12.78,148.51,33.15,0.99,87.27,31.0,-3.44,83.87,27.62,4.4,77.83,29.79,7.82,78.84,25.23,9.65,39.79,17.53,5.54,28.67,9.25,60.07,44.61,16.11,35.2,37.87,13.42,24.37,-10.038631940284041,40.34,-2.028250469547894,13.83,18.98,3428.0,3207.0,737.0,9.0,765.0,1763.75,3140.0
BASE,"Couchbase, Inc.",1.05,Technology,Software - Infrastructure,0.586,20.51,0.0,192440,NASDAQ Global Select,NASDAQ,US,False,False,True,-60.98,-39.52,10.43,,,,,,,,,,,,,,,,,,,2115.97,-36.77,,-74.63,-32.03,25.16,-30.18,-45.54,19.61,-42.8,-43.7,25.32,-214.6281039420339,-60.98,-0.4312558349693991,-39.52,10.43,3494.0,2863.0,1059.0,411.0,384.0,1763.9499999999998,3143.0
CMI,Cummins Inc.,51.45,Industrials,Industrial - Machinery,0.971,375.04,7.28,362890,New York Stock Exchange,NYSE,US,False,False,True,7.79,4.66,0.39,20.12,12.3,11.1,18.15,10.76,-0.58,18.04,11.01,-8.38,19.08,11.58,16.67,21.98,11.72,16.36,20.03,11.45,-0.84,10.84,8.91,-15.95,16.28,11.27,21.25,11.83,7.96,16.87,9.22,5.17,21.34,-0.7919384579688958,7.79,-0.4471455606052414,4.66,0.39,3086.0,2874.0,2124.0,229.0,281.0,1766.9,3144.0
TCI,"Transcontinental Realty Investors, Inc.",0.24,Real Estate,Real Estate - Services,0.597,28.2,0.0,751,New York Stock Exchange,NYSE,US,False,False,True,-0.6,-12.89,-3.42,0.09,1.02,-12.04,0.86,9.1,34.75,1.55,14.9,15.9,1.58,16.05,5.71,1.94,13.33,-3.42,-0.93,-16.13,-60.34,-0.0,-0.05,18.87,-2.19,-39.64,-28.49,-0.8,-25.32,-10.09,-0.97,-20.02,36.13,-0.09899130289754543,-0.6,-1.919885205930291,-12.89,-3.42,2536.0,3199.0,2753.0,197.0,206.0,1767.3500000000004,3145.0
MYGN,"Myriad Genetics, Inc.",1.48,Healthcare,Medical - Diagnostics & Research,1.937,16.27,0.0,338235,NASDAQ Global Select,NASDAQ,US,False,False,True,-12.49,-14.06,9.35,36.93,35.27,26.92,19.24,18.56,-7.08,20.64,22.13,4.25,4.91,6.4,2.33,11.07,15.36,0.16,0.53,0.89,10.16,-15.3,-34.97,-34.56,-4.36,-7.05,23.99,-11.65,-18.23,-1.77,-25.98,-34.17,11.03,-4.397102900088419,-12.49,-4.385340726431101,-14.06,9.35,3363.0,3314.0,1122.0,242.0,237.0,1767.6500000000003,3146.0
SFBC,"Sound Financial Bancorp, Inc.",0.14,Financial Services,Banks - Regional,0.681,54.5,0.76,412,NASDAQ Capital Market,NASDAQ,US,False,False,True,2.26,33.02,-9.69,1.84,38.62,4.86,1.84,39.45,6.92,1.89,40.34,9.35,1.81,41.38,2.54,1.97,43.95,14.86,1.16,26.88,-3.44,1.32,32.43,12.72,1.24,30.68,6.64,1.52,36.98,7.06,1.08,21.05,26.91,-0.003152516418688244,2.26,-0.5250868979947475,33.02,-9.69,1998.0,2912.0,3068.0,636.0,497.0,1768.7000000000003,3147.0
CMP,"Compass Minerals International, Inc.",0.64,Basic Materials,Industrial Materials,1.571,15.43,0.6,218910,New York Stock Exchange,NYSE,US,False,False,True,3.51,4.5,0.0,22.22,24.25,13.54,15.18,20.15,-14.33,8.28,15.34,3.58,6.91,11.67,19.89,6.25,8.72,9.47,6.25,8.72,0.0,7.62,10.98,-0.21,5.5,9.44,-43.87,-5.27,-5.97,48.71,5.13,6.57,-3.17,-0.9596816354516206,3.51,-1.365902209368663,4.5,0.0,3125.0,3151.0,2186.0,76.0,74.0,1769.35,3148.0
FAGNX,Fidelity Advisor Energy Fund Class M,1.17,Financial Services,Asset Management,0.67,48.99,0.752,0,NASDAQ,NASDAQ,US,False,True,True,11.81,12.01,-0.0,17.43,15.4,3.91,15.71,14.25,0.16,18.2,16.2,5.1,20.26,17.57,6.21,20.54,17.6,4.7,19.86,17.33,3.66,6.27,8.06,-23.21,1.09,1.61,-16.54,10.8,11.49,40.2,11.81,12.01,6.5,-0.34835193351961824,11.81,-0.1890065210369574,12.01,-0.0,2873.0,2656.0,2186.0,172.0,789.0,1769.55,3149.0
GAP,"The Gap, Inc.",9.15,Consumer Cyclical,Apparel - Retail,2.347,24.25,0.6,4292244,New York Stock Exchange,NYSE,US,False,False,True,11.83,6.46,1.91,39.77,13.31,3.18,38.18,12.67,1.78,30.86,9.65,-3.88,23.09,7.68,-1.78,26.75,9.33,2.18,23.18,8.21,4.57,5.48,3.5,-1.19,-8.72,-6.25,-15.77,13.07,6.81,20.8,-0.85,-0.44,-6.32,-2.7452616362321813,11.83,-0.542134781206692,6.46,1.91,3321.0,2921.0,1934.0,132.0,196.0,1770.15,3150.0
HBI,Hanesbrands Inc.,3.07,Consumer Cyclical,Apparel - Manufacturers,1.583,8.7,0.0,3040820,New York Stock Exchange,NYSE,US,False,False,True,11.83,10.49,-22.19,,,,15.1,10.59,,14.62,12.87,13.21,14.13,11.17,7.35,16.61,12.76,5.14,15.94,12.77,2.4,,,,-0.3,-0.25,,11.02,8.33,-6.46,6.8,5.12,-9.58,-0.2890583678642439,11.83,-0.16908386528106695,10.49,-22.19,2827.0,2633.0,3243.0,132.0,120.0,1770.2,3151.0
ILMN,"Illumina, Inc.",22.86,Healthcare,Medical - Diagnostics & Research,1.131,144.15,0.0,757686,NASDAQ Global Select,NASDAQ,US,False,False,True,22.01,25.26,-2.53,19.68,27.65,30.97,,,,19.92,27.61,,13.43,22.02,23.98,17.13,26.49,21.11,14.81,27.8,6.3,,,,9.15,17.91,,-0.87,-2.72,39.73,-12.52,-23.73,-0.49,-0.4763182726095421,22.01,-1.030031544947142,25.26,-2.53,2965.0,3065.0,2680.0,31.0,39.0,1770.25,3152.0
PWGAX,PACE International Equity Investments,0.7,,,1.0,18.61,0.593,0,NASDAQ,NASDAQ,US,False,True,True,-1.33,-53.27,-0.64,2.47,16.08,-9.57,2.71,19.37,-17.05,2.66,23.55,-29.96,1.46,17.82,-31.98,0.68,11.99,-42.15,0.45,11.63,-35.11,-0.47,-22.85,-48.16,-0.76,-40.01,-12.49,-0.33,-14.62,8.86,-0.89,-35.29,-4.14,-0.4004785828494756,-1.33,-6.056657277060566,-53.27,-0.64,2919.0,3339.0,2453.0,12.0,14.0,1770.7000000000003,3153.0
CRCT,"Cricut, Inc.",1.11,Technology,Computer Hardware,0.05,5.19,0.2,169815,NASDAQ Global Select,NASDAQ,US,False,False,True,15.99,10.72,-4.01,,,,,,,,,,,,,39.76,11.18,,37.7,11.01,43.19,85.36,20.91,97.11,27.57,14.73,36.2,11.49,9.02,-32.15,12.64,9.15,-13.67,-2.372189455068881,15.99,-0.05897109864971368,10.72,-4.01,3298.0,2429.0,2809.0,63.0,133.0,1770.8499999999997,3154.0
CHI,Calamos Convertible Opportunities and Income Fund,0.89,Financial Services,Asset Management - Income,1.155,12.1,1.14,53437,NASDAQ Global Market,NASDAQ,US,False,True,True,5.4,29.1,-1561.25,,,,,,,1.61,72.34,,10.89,128.86,323.94,2.34,23.8,11.75,8.08,120.99,-31.23,15.88,99.67,166.07,17.43,99.73,41.24,-24.18,100.28,-203.3,-0.89,109.22,-96.93,-0.05961519716814168,5.4,-0.024366399187361568,29.1,-1561.25,2420.0,2301.0,3447.0,400.0,544.0,1771.05,3155.0
VRCA,Verrica Pharmaceuticals Inc.,0.12,Healthcare,Biotechnology,1.457,1.28,0.0,636050,NASDAQ Global Market,NASDAQ,US,False,False,True,-631.11,-815.5,79.74,,,,,,,,,,,,,,,,,,,,,,-90.72,-257.57,,-51.61,-235.78,-24.73,-101.84,-1283.35,-43.27,-102.37819806757611,-631.11,-133.63083145086665,-815.5,79.74,3486.0,3435.0,217.0,514.0,389.0,1771.6499999999999,3156.0
SBH,"Sally Beauty Holdings, Inc.",1.42,Consumer Cyclical,Specialty Retail,1.534,13.93,0.0,1242834,New York Stock Exchange,NYSE,US,False,False,True,12.87,7.62,0.0,32.37,13.51,3.62,30.91,12.92,2.15,30.32,12.61,3.08,30.91,12.15,-0.36,26.56,10.85,-0.15,21.32,9.03,-1.43,7.12,4.72,-9.34,14.7,8.28,10.26,13.9,6.95,-1.53,15.78,9.08,-2.29,-1.7610810283928864,12.87,-0.44674711892012847,7.62,0.0,3241.0,2873.0,2186.0,120.0,175.0,1771.75,3157.0
CNNE,"Cannae Holdings, Inc.",1.36,Consumer Cyclical,Restaurants,0.866,21.7,0.48,196750,New York Stock Exchange,NYSE,US,False,False,True,-4.83,-23.04,-18.96,,,,-0.92,-0.86,-7.78,-0.17,-0.19,-16.7,-6.34,-6.7,-0.76,-11.52,-12.43,3.07,-5.66,-10.02,-11.23,-4.27,-32.18,-45.26,-3.6,-17.99,26.72,-4.82,-21.84,-10.79,-4.61,-20.86,-13.91,-0.008009387384965299,-4.83,-1.8330578280194925,-23.04,-18.96,2103.0,3190.0,3216.0,302.0,330.0,1772.5500000000002,3158.0
PGR,The Progressive Corporation,157.51,Financial Services,Insurance - Property & Casualty,0.366,268.88,1.15,1357333,New York Stock Exchange,NYSE,US,False,False,True,9.76,13.43,-15.98,20.98,9.84,6.72,19.12,9.18,7.51,6.26,6.28,12.41,7.87,7.98,14.51,20.78,9.9,19.16,13.38,13.23,22.04,16.12,16.82,9.33,8.44,8.83,11.82,2.02,1.86,4.01,5.83,8.33,25.2,-0.3777298395773274,9.76,0.0005154067029405712,13.43,-15.98,2900.0,1844.0,3190.0,228.0,774.0,1772.6999999999998,3159.0
