,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
20511,PDCO,EBIT to Revenue,0.0858,0.086,0.0656,0.052,0.0414,0.0263,-0.0999,0.0381,0.0443,0.0471,0.0439
20512,PDFS,Gross Margin,0.6035,0.6017,0.5864,0.5335,0.5011,0.6089,0.5824,0.6021,0.6775,0.7016,
20513,PDFS,Operating Margin,0.2779,0.1964,0.1207,0.0019,-0.116,-0.0871,-0.1907,-0.1138,-0.0141,-0.0009,
20514,PDFS,Net Profit Margin,0.1843,0.1266,0.0847,-0.0131,-0.0899,-0.0633,-0.4584,-0.1935,-0.0231,0.0187,
20515,PDFS,Interest Coverage Ratio,234.2101,107.3867,-1735.6,49.1429,-8.0629,0.8696,-6.7928,4.5124,2.7002,-1.6705,
20516,PDFS,Income Before Tax Profit Margin,0.2791,0.1982,0.1206,-0.0007,-0.1103,-0.086,-0.2051,-0.1649,0.0032,0.0294,
20517,PDFS,Effective Tax Rate,0.3397,0.3612,0.2974,-17.0676,0.1843,0.2639,-1.2349,-0.1731,8.2957,0.3623,
20518,PDFS,Return on Assets,,0.0672,0.044,-0.006,-0.0343,-0.0233,-0.1531,-0.0766,-0.0124,0.0109,
20519,PDFS,Return on Equity,,0.0738,0.0488,-0.0067,-0.0388,-0.0274,-0.1874,-0.0946,-0.016,0.0141,
20520,PDFS,Return on Invested Capital,,0.0738,0.0488,-0.0067,-0.0388,-0.0267,-0.1799,-0.0915,-0.0154,0.0137,
20521,PDFS,Return on Capital Employed,0.1701,0.1106,0.0635,0.0002,-0.0434,-0.0361,-0.0684,-0.0826,0.0138,-0.0006,
20522,PDFS,Return on Tangible Assets,,0.0609,0.0392,-0.0053,-0.0301,-0.0198,-0.1234,-0.0602,-0.0096,0.0085,
20523,PDFS,Income Quality Ratio,1.4673,2.2992,0.2197,-7.8871,-1.7286,-4.5386,-0.5397,-0.1975,-9.4191,4.7021,
20524,PDFS,Net Income per EBT,0.6603,0.6388,0.7026,18.0676,0.8157,0.7361,2.2349,1.1731,-7.2957,0.6377,
20525,PDFS,Free Cash Flow to Operating Cash Flow Ratio,0.8539,0.8183,-4.641,0.0275,0.0166,0.5709,0.6801,0.0448,0.7343,0.214,
20526,PDFS,EBT to EBIT Ratio,0.9958,0.9908,1.0008,-1.6444,1.055,0.9639,1.0756,0.9641,0.155,-32.245,
20527,PDFS,EBIT to Revenue,0.2803,0.2001,0.1205,0.0004,-0.1045,-0.0892,-0.1907,-0.1711,0.0204,-0.0009,
20528,PDLB,Gross Margin,,1.0,1.0,1.0,1.0,1.0,1.0,0.9341,0.928,0.9641,
20529,PDLB,Operating Margin,,0.1292,0.0827,0.1105,0.3423,-0.1508,0.1056,0.485,-0.3517,0.0328,
20530,PDLB,Net Profit Margin,,0.0848,0.0485,-0.1269,0.069,-0.1277,0.0777,0.3666,-0.4227,0.0251,
20531,PDLB,Interest Coverage Ratio,,1.0255,0.7139,0.8032,1.5897,-0.3097,0.682,4.3743,-1.2816,0.1468,
20532,PDLB,Income Before Tax Profit Margin,,0.1292,0.0827,-0.0857,0.0978,-0.1508,0.1056,0.485,-0.5192,0.0439,
20533,PDLB,Effective Tax Rate,,0.3431,0.4136,-0.4806,0.2952,0.1528,0.264,0.2441,0.1858,0.4273,
20534,PDLB,Return on Assets,,,0.002,-0.0053,0.0027,-0.0048,0.0032,0.0169,-0.0151,0.0013,
20535,PDLB,Return on Equity,,,0.0155,-0.034,0.016,-0.0313,0.0242,0.1457,-0.088,0.0068,
20536,PDLB,Return on Invested Capital,,,0.0146,-0.0295,0.0122,-0.0204,0.0135,0.0821,-0.0443,0.003,
20537,PDLB,Return on Capital Employed,,0.0135,0.0113,0.0042,0.0128,0.006,0.0125,0.0268,-0.009,0.0533,
20538,PDLB,Return on Tangible Assets,,,0.0011,-0.0028,0.0015,-0.0026,0.0017,0.009,-0.0083,0.0007,
20539,PDLB,Income Quality Ratio,,2.077,3.0477,-1.9708,2.9455,-1.1856,-7.1373,0.73,-0.3266,4.1456,
20540,PDLB,Net Income per EBT,,0.6569,0.5864,1.4806,0.7048,0.8472,0.736,0.7559,0.8142,0.5727,
20541,PDLB,Free Cash Flow to Operating Cash Flow Ratio,,0.9472,0.878,0.6797,0.2694,0.372,1.0692,0.7752,0.9498,0.9704,
20542,PDLB,EBT to EBIT Ratio,,0.4042,0.2905,-0.7757,0.2858,-0.9588,0.3153,0.8029,1.7803,0.0881,
20543,PDLB,EBIT to Revenue,,0.3195,0.2848,0.1105,0.3423,0.1572,0.3348,0.6041,-0.2916,0.4981,
20544,PDM,Gross Margin,0.5772,0.5862,0.606,0.6157,0.602,0.6035,0.5983,0.601,0.599,0.3055,
20545,PDM,Operating Margin,0.1904,0.1314,0.1328,0.1416,0.2199,0.1731,0.1707,0.1724,0.1539,0.2625,
20546,PDM,Net Profit Margin,0.0766,0.2958,0.1941,0.2326,0.2477,0.3115,0.3273,-0.1185,0.4835,-0.0713,
20547,PDM,Interest Coverage Ratio,4.07,3.6789,8.0915,7.7463,8.6192,8.511,9.7765,9.154,7.4983,6.0244,
20548,PDM,Income Before Tax Profit Margin,0.0708,0.008,0.0168,0.0308,0.1038,0.43,0.4349,-0.0022,0.2604,0.0786,
20549,PDM,Effective Tax Rate,1.7687,-19.6775,-3.5841,-2.4477,-0.0008,0.2755,0.2474,-52.6855,-0.8564,1.907,
20550,PDM,Return on Assets,,0.0375,0.0243,0.0316,0.0343,0.0467,0.0483,-0.0163,0.068,-0.0119,
20551,PDM,Return on Equity,,0.0767,0.0493,0.0641,0.0705,0.0941,0.0942,-0.034,0.1499,-0.0271,
20552,PDM,Return on Invested Capital,,0.068,0.0474,0.0647,0.0884,0.0814,0.0825,0.0115,0.1005,0.0117,
20553,PDM,Return on Capital Employed,0.0407,0.0362,0.0328,0.0422,0.0557,0.0871,0.0807,0.0135,0.0546,0.0405,
20554,PDM,Return on Tangible Assets,,0.0245,0.0159,0.0207,0.0224,0.0306,0.0319,-0.0106,0.0433,-0.0075,
20555,PDM,Income Quality Ratio,4.9785,1.2562,2.186,1.8181,1.557,0.9094,0.8307,-207.5433,1.4657,-4.3427,
20556,PDM,Net Income per EBT,0.3795,2.1409,1.4478,1.4791,1.0003,0.7245,0.7526,53.6855,1.8564,-0.907,
20557,PDM,Free Cash Flow to Operating Cash Flow Ratio,0.2177,0.454,0.5326,0.6712,0.6446,0.5033,0.4175,0.4937,0.4361,0.2472,
20558,PDM,EBT to EBIT Ratio,0.6054,0.522,0.5347,0.57,0.681,0.7882,0.8088,-0.0233,0.691,0.3451,
20559,PDM,EBIT to Revenue,0.3332,0.2647,0.2508,0.2759,0.3637,0.5455,0.5377,0.0948,0.3769,0.2278,
20560,PEB,Gross Margin,0.3138,0.3319,0.3454,0.3287,0.317,0.3182,-0.1149,0.1702,0.2747,0.2495,
20561,PEB,Operating Margin,0.1524,0.1656,0.1706,0.1566,0.0808,0.1423,-0.6609,-0.1902,0.0714,0.0266,
20562,PEB,Net Profit Margin,0.1217,0.1228,0.0903,0.1298,0.0162,0.0716,-0.8864,-0.2542,-0.0611,-0.0549,
20563,PEB,Interest Coverage Ratio,5.8965,5.7644,18.7188,20.6257,14.195,14.8086,4.5648,7.587,13.9262,13.0306,
20564,PEB,Income Before Tax Profit Margin,0.1283,0.1266,0.0904,0.1306,0.0183,0.075,-0.8948,-0.2542,-0.0609,-0.0518,
20565,PEB,Effective Tax Rate,0.0423,0.0265,-0.0018,0.0018,0.1152,0.0428,0.0093,-0.0003,-0.0033,-0.0089,
20566,PEB,Return on Assets,,0.0325,0.0251,0.037,0.0028,0.0171,-0.0624,-0.0302,-0.0137,-0.013,
20567,PEB,Return on Equity,,0.0534,0.0437,0.0642,0.0051,0.0312,-0.1139,-0.058,-0.0272,-0.0263,
20568,PEB,Return on Invested Capital,,0.0745,0.0733,0.0894,0.0304,0.0538,-0.0525,-0.0242,-0.0055,-0.0043,
20569,PEB,Return on Capital Employed,0.0391,0.0471,0.0447,0.057,0.0106,0.0391,-0.0504,-0.0151,0.0026,0.006,
20570,PEB,Return on Tangible Assets,,0.0231,0.0175,0.0258,0.0019,0.0117,-0.043,-0.0204,-0.0092,-0.0087,
20571,PEB,Income Quality Ratio,2.1931,2.3235,3.2619,1.9454,10.138,3.415,0.514,-0.3797,-3.2801,-3.18,
20572,PEB,Net Income per EBT,0.9573,0.9734,1.0018,0.9982,0.8849,0.9571,0.9907,1.0003,1.0033,1.0085,
20573,PEB,Free Cash Flow to Operating Cash Flow Ratio,0.9929,0.9987,0.9997,0.9998,0.9988,0.9981,1.6196,-0.1846,0.5812,0.1506,
20574,PEB,EBT to EBIT Ratio,0.7377,0.715,0.6278,0.7285,0.2192,0.5265,1.3563,2.0776,-5.542,-2.5622,
20575,PEB,EBIT to Revenue,0.1723,0.1765,0.1435,0.1786,0.0833,0.1421,-0.6597,-0.1223,0.011,0.0213,
20576,PEBK,Gross Margin,1.0,1.0,1.0,1.0,0.973,1.0,1.0,1.0,1.0,1.002,
20577,PEBK,Operating Margin,0.3372,0.3344,0.2971,0.3166,0.319,0.2859,0.2242,0.3064,20.7357,0.7742,
20578,PEBK,Net Profit Margin,0.2028,0.1986,0.1817,0.1959,0.2351,0.2338,0.1839,0.2449,14.1554,0.1643,
20579,PEBK,Interest Coverage Ratio,5.2487,6.3921,6.2464,9.0913,10.5885,5.634,4.6999,7.6437,8.9224,70.7692,
20580,PEBK,Income Before Tax Profit Margin,0.2446,0.2626,0.2324,0.2722,0.2813,0.2859,0.2242,0.3064,17.8183,0.2106,
20581,PEBK,Effective Tax Rate,0.171,0.2435,0.2182,0.2803,0.1639,0.1823,0.1798,0.2005,0.2056,0.2197,
20582,PEBK,Return on Assets,,0.0093,0.0086,0.0094,0.0122,0.0125,0.0088,0.01,0.0099,0.0095,
20583,PEBK,Return on Equity,,0.0947,0.0865,0.0919,0.1117,0.1092,0.0829,0.1072,0.1303,0.1171,
20584,PEBK,Return on Invested Capital,,0.0663,0.0712,0.0907,0.1176,0.1225,0.1032,0.1209,0.1512,0.1064,
20585,PEBK,Return on Capital Employed,0.0151,0.0158,0.0139,0.0154,0.0168,0.0184,0.0126,0.0138,0.0147,0.0188,
20586,PEBK,Return on Tangible Assets,,0.0049,0.0045,0.005,0.0065,0.0066,0.0047,0.0052,0.0052,0.0049,
20587,PEBK,Income Quality Ratio,1.5382,1.4391,1.3337,1.8109,1.2843,0.9382,0.8067,1.7776,1.4053,1.4959,
20588,PEBK,Net Income per EBT,0.829,0.7565,0.7818,0.7197,0.8361,0.8177,0.8202,0.7995,0.7944,0.7803,
20589,PEBK,Free Cash Flow to Operating Cash Flow Ratio,0.7839,0.8302,0.8685,0.7011,0.8986,0.7852,0.728,0.982,0.7986,0.9162,
20590,PEBK,EBT to EBIT Ratio,0.7254,0.7852,0.7821,0.8572,0.8818,0.8208,0.7831,0.8552,0.8593,0.9486,
20591,PEBK,EBIT to Revenue,0.3372,0.3344,0.2971,0.3176,0.319,0.3484,0.2863,0.3583,20.7357,0.222,
20592,PEBO,Gross Margin,1.0,1.0091,1.0028,1.0,1.0,1.0,1.0,1.0,1.0,0.9997,
20593,PEBO,Operating Margin,0.4443,0.2871,0.4719,0.5211,0.424,0.3289,0.2186,0.2529,0.4808,-0.0015,
20594,PEBO,Net Profit Margin,0.159,0.0786,0.2071,0.2359,0.2561,0.2702,0.1782,0.2051,0.3156,0.2151,
20595,PEBO,Interest Coverage Ratio,4.4928,4.1078,7.5725,7.0994,3.9196,2.5436,2.8504,5.6859,10.4945,0.6921,
20596,PEBO,Income Before Tax Profit Margin,0.2304,0.1064,0.301,0.3508,0.3041,0.3289,0.2186,0.2529,0.4008,0.2754,
20597,PEBO,Effective Tax Rate,0.31,0.2615,0.3119,0.3275,0.1581,0.1784,0.1848,0.1862,0.2126,0.2189,
20598,PEBO,Return on Assets,,0.0038,0.0093,0.011,0.0122,0.0129,0.0076,0.008,0.0142,0.0139,
20599,PEBO,Return on Equity,,0.0288,0.0729,0.0861,0.0945,0.0963,0.0594,0.0669,0.1242,0.1233,
20600,PEBO,Return on Invested Capital,,0.0323,0.0536,0.0626,0.0747,0.0804,0.0705,0.084,0.115,0.1011,
20601,PEBO,Return on Capital Employed,0.0137,0.008,0.0174,0.0202,0.0208,0.0234,0.013,0.0102,0.0213,0.0533,
20602,PEBO,Return on Tangible Assets,,0.002,0.005,0.0058,0.0065,0.0069,0.0041,0.0043,0.0075,0.0073,
20603,PEBO,Income Quality Ratio,1.8877,4.3764,1.9357,1.5809,1.6267,1.2507,2.4587,3.2892,1.1831,1.2686,
20604,PEBO,Net Income per EBT,0.69,0.7385,0.6881,0.6725,0.8419,0.8216,0.8152,0.8132,0.7874,0.7811,
20605,PEBO,Free Cash Flow to Operating Cash Flow Ratio,0.7744,0.8031,0.9099,0.92,0.9398,0.9582,0.9497,0.9573,0.9436,0.9058,
20606,PEBO,EBT to EBIT Ratio,0.6933,0.5802,0.8106,0.8131,0.7173,0.6908,0.7011,0.827,0.8887,0.847,
20607,PEBO,EBIT to Revenue,0.3323,0.1834,0.3713,0.4314,0.424,0.4762,0.3118,0.3049,0.451,0.3252,
20608,PECO,Gross Margin,0.6909,0.6956,0.6954,0.6877,0.692,0.6999,0.6898,0.7029,0.7163,0.3254,
20609,PECO,Operating Margin,0.4748,0.2453,0.1705,0.304,0.1187,0.1669,0.1741,0.1313,0.206,0.2527,
20610,PECO,Net Profit Margin,-0.1203,0.0552,0.0347,-0.1232,0.2501,-0.3093,0.0096,0.0284,0.084,0.0932,
20611,PECO,Interest Coverage Ratio,8.1493,4.8701,9.4931,8.4004,5.8553,5.1954,6.273,6.5046,7.9387,7.2867,
20612,PECO,Income Before Tax Profit Margin,-0.1203,0.056,0.0351,-0.1339,0.1091,-0.1357,0.011,0.0323,0.0948,0.1045,
20613,PECO,Effective Tax Rate,-4.9481,3.3932,3.8713,-3.1904,-1.2918,-1.2798,0.0899,0.019,-0.0181,0.1084,
20614,PECO,Return on Assets,,0.0061,0.0039,-0.013,0.0248,-0.0332,0.001,0.0032,0.0103,0.0118,
20615,PECO,Return on Equity,,0.01,0.0071,-0.0284,0.0553,-0.0725,0.0023,0.0067,0.019,0.0217,
20616,PECO,Return on Invested Capital,,0.0349,0.0331,0.0129,0.0459,-0.009,0.012,0.0274,0.0391,0.0418,
20617,PECO,Return on Capital Employed,0.0522,0.042,0.0329,0.0416,0.0237,0.0065,0.0202,0.0202,0.0257,0.0305,
20618,PECO,Return on Tangible Assets,,0.0041,0.0026,-0.0083,0.0159,-0.0215,0.0006,0.0021,0.007,0.0081,
20619,PECO,Income Quality Ratio,-3.3431,7.8219,11.3984,-2.6094,3.2632,-3.1153,38.5529,15.2557,5.3346,5.2808,
20620,PECO,Net Income per EBT,-0.2533,0.225,0.2033,-0.4054,2.2918,2.2798,0.9067,0.9788,1.0209,0.8916,
20621,PECO,Free Cash Flow to Operating Cash Flow Ratio,-8.6021,-0.0654,-1.2045,-0.8541,0.6805,0.6673,0.6962,0.7146,0.6408,0.6827,
20622,PECO,EBT to EBIT Ratio,0.8144,0.647,0.5751,0.6747,0.3927,-2.3997,0.0581,0.1682,0.3993,0.4308,
20623,PECO,EBIT to Revenue,0.583,0.379,0.2964,0.4506,0.2779,0.0565,0.1819,0.1723,0.206,0.2426,
20624,PEPG,Gross Margin,,,,,,-inf,-inf,-inf,-inf,-inf,
20625,PEPG,Operating Margin,,,,,,-inf,-inf,-inf,-inf,-inf,
20626,PEPG,Net Profit Margin,,,,,,-inf,-inf,-inf,-inf,-inf,
20627,PEPG,Interest Coverage Ratio,,,,,,-inf,-inf,-inf,19.967,-inf,
20628,PEPG,Income Before Tax Profit Margin,,,,,,-inf,-inf,-inf,-inf,-inf,
20629,PEPG,Effective Tax Rate,,,,,,-0.0,0.0042,0.0021,-0.0567,-0.0009,
20630,PEPG,Return on Assets,,,,,,,-0.2536,-0.3536,-0.3828,-0.4362,
20631,PEPG,Return on Equity,,,,,,,-0.2758,-0.3819,-0.4419,-0.5459,
20632,PEPG,Return on Invested Capital,,,,,,,-0.2758,-0.3819,-0.4098,-0.4727,
20633,PEPG,Return on Capital Employed,,,,,,-0.3481,-0.1927,-0.2051,-0.3464,-0.6258,
20634,PEPG,Return on Tangible Assets,,,,,,,-0.2347,-0.3293,-0.3376,-0.3632,
20635,PEPG,Income Quality Ratio,,,,,,0.6575,0.8745,0.8284,0.8576,0.8775,
20636,PEPG,Net Income per EBT,,,,,,1.0,0.9958,0.9979,1.0567,1.0009,
20637,PEPG,Free Cash Flow to Operating Cash Flow Ratio,,,,,,1.0328,1.0048,1.0221,1.0634,1.0377,
20638,PEPG,EBT to EBIT Ratio,,,,,,1.0,1.0,1.0,0.9506,1.0,
20639,PEPG,EBIT to Revenue,,,,,,-inf,-inf,-inf,-inf,-inf,
20640,PESI,Gross Margin,0.2087,0.23,0.1383,0.1732,0.1708,0.2121,0.1508,0.0945,0.1361,0.1815,
20641,PESI,Operating Margin,-0.0301,0.0182,-0.3083,-0.0952,-0.0728,0.027,0.0172,-0.0937,-0.0762,0.0093,
20642,PESI,Net Profit Margin,-0.0215,-0.0168,-0.2617,-0.0739,-0.0287,0.0315,0.0271,0.0116,-0.0455,0.0054,
20643,PESI,Interest Coverage Ratio,4.0925,9.9182,-23.7771,-2.9619,-7.436,7.6944,8.5779,-17.6389,-18.6857,8.1755,
20644,PESI,Income Before Tax Profit Margin,-0.0451,0.0077,-0.3174,-0.0969,-0.0406,0.0393,0.0281,-0.0388,-0.0508,0.0104,
20645,PESI,Effective Tax Rate,-0.1619,1.1312,0.1842,0.2664,0.4657,0.0543,-0.0639,1.3903,0.1053,0.0182,
20646,PESI,Return on Assets,,-0.0122,-0.1807,-0.0589,-0.0243,0.0374,0.0393,0.0107,-0.0433,0.0065,
20647,PESI,Return on Equity,,-0.0235,-0.3561,-0.1268,-0.0533,0.0836,0.0927,0.0229,-0.0822,0.0126,
20648,PESI,Return on Invested Capital,,-0.0166,-0.2661,-0.1041,-0.0467,0.0696,0.0721,0.019,-0.0744,0.0112,
20649,PESI,Return on Capital Employed,-0.0029,-0.0003,-0.3274,-0.1164,-0.0576,0.0701,0.0668,-0.0538,-0.0708,0.0174,
20650,PESI,Return on Tangible Assets,,-0.0062,-0.0903,-0.0292,-0.0131,0.0218,0.023,0.0064,-0.0269,0.004,
20651,PESI,Income Quality Ratio,0.4786,18.381,-0.0078,-0.1249,-1.825,-1.7141,2.3398,-6.261,0.1722,6.6972,
20652,PESI,Net Income per EBT,1.5161,2.071,0.8174,0.7412,0.6029,0.9365,1.0708,-0.2733,0.8947,0.9661,
20653,PESI,Free Cash Flow to Operating Cash Flow Ratio,1.324,1.538,-3.1923,0.0068,0.2694,1.3278,0.7672,1.2307,2.8499,0.7212,
20654,PESI,EBT to EBIT Ratio,4.2083,28.1667,1.0307,1.0677,1.1397,0.8512,0.8703,1.1041,1.0513,0.5468,
20655,PESI,EBIT to Revenue,-0.0034,-0.0003,-0.3106,-0.0934,-0.0417,0.0395,0.0291,-0.0383,-0.0484,0.0102,
20656,PETQ,Gross Margin,0.135,0.1904,0.1626,0.192,0.1576,0.1514,0.1733,0.1999,0.2275,0.2294,
20657,PETQ,Operating Margin,-0.0511,0.0174,0.0035,0.0498,0.0147,0.0061,-0.0034,0.017,0.0296,0.0545,
20658,PETQ,Net Profit Margin,-0.068,-0.0066,-0.017,-0.0131,-0.0015,-0.0202,-0.1039,-0.0176,-0.0528,0.0019,
20659,PETQ,Interest Coverage Ratio,-inf,1.8928,1.2047,10.6775,2.4493,1.3449,0.8466,2.1274,2.1865,3.0274,
20660,PETQ,Income Before Tax Profit Margin,-0.0681,-0.0066,-0.017,0.0442,-0.0011,-0.0248,-0.0369,-0.0134,-0.0514,0.0021,
20661,PETQ,Effective Tax Rate,0.0005,1.0,-0.0009,0.3368,1.1516,0.1879,-1.8127,-0.3092,-0.0256,-0.0731,
20662,PETQ,Return on Assets,,-0.0166,-0.0391,-0.0314,-0.0025,-0.0245,-0.1122,-0.0206,-0.0593,0.0025,
20663,PETQ,Return on Equity,,-0.0286,-0.0779,-0.0479,-0.0037,-0.0441,-0.2604,-0.0597,-0.2082,0.0098,
20664,PETQ,Return on Invested Capital,,-0.019,-0.046,-0.0365,-0.0028,-0.0275,-0.1256,-0.0231,-0.0685,0.0031,
20665,PETQ,Return on Capital Employed,-0.1657,0.0104,-0.0049,0.0166,0.0153,-0.0052,-0.0037,0.0169,-0.0299,0.0538,
20666,PETQ,Return on Tangible Assets,,-0.0111,-0.0252,-0.0228,-0.0017,-0.0151,-0.0623,-0.0108,-0.0306,0.0013,
20667,PETQ,Income Quality Ratio,0.7192,4.7554,0.2728,0.7525,-142.6782,-1.4566,0.0568,-1.4507,-0.9877,29.0413,
20668,PETQ,Net Income per EBT,0.9995,0.5,1.0009,-7.3229,0.5419,0.8121,2.8127,1.3092,1.0256,1.0884,
20669,PETQ,Free Cash Flow to Operating Cash Flow Ratio,1.9701,1.2416,3.2041,0.2977,1.5783,0.5067,26.7474,-0.3157,0.7507,0.8522,
20670,PETQ,EBT to EBIT Ratio,1.0,-3.1854,10.0742,0.2338,-0.2193,5.6518,11.4902,-1.0273,2.3665,0.0536,
20671,PETQ,EBIT to Revenue,-0.0681,0.0041,-0.0017,0.0076,0.0124,-0.0044,-0.0032,0.0131,-0.0217,0.0331,
20672,PFBC,Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
20673,PFBC,Operating Margin,0.6627,0.6924,0.7208,0.803,0.8566,0.6519,0.5375,0.6912,0.8892,0.4425,
20674,PFBC,Net Profit Margin,0.3247,0.3372,0.3342,0.3215,0.4355,0.4586,0.3855,0.4919,0.5065,0.3114,
20675,PFBC,Interest Coverage Ratio,5.4252,5.6841,4.2363,3.9205,3.4343,1.8161,2.4623,5.3948,4.8509,1.1395,
20676,PFBC,Income Before Tax Profit Margin,0.5394,0.5694,0.5486,0.5963,0.6055,0.6519,0.5375,0.6912,0.7044,0.4356,
20677,PFBC,Effective Tax Rate,0.3979,0.4078,0.3908,0.4608,0.2807,0.2965,0.2828,0.2883,0.281,0.285,
20678,PFBC,Return on Assets,,0.0128,0.0125,0.0124,0.0178,0.0177,0.0142,0.017,0.0207,0.0229,
20679,PFBC,Return on Equity,,0.1192,0.1294,0.1329,0.184,0.1768,0.1396,0.1713,0.2117,0.2264,
20680,PFBC,Return on Invested Capital,,0.1321,0.1255,0.1232,0.1772,0.1747,0.1417,0.1666,0.1978,0.218,
20681,PFBC,Return on Capital Employed,0.0244,0.0235,0.0244,0.0288,0.0332,0.0375,0.0266,0.0263,0.0352,0.3914,
20682,PFBC,Return on Tangible Assets,,0.0068,0.0066,0.0065,0.0093,0.0093,0.0075,0.009,0.0109,0.0121,
20683,PFBC,Income Quality Ratio,1.7422,0.9494,1.447,1.2255,1.3947,1.107,1.4937,1.2561,1.1157,1.1663,
20684,PFBC,Net Income per EBT,0.6021,0.5922,0.6092,0.5392,0.7193,0.7035,0.7172,0.7117,0.719,0.715,
20685,PFBC,Free Cash Flow to Operating Cash Flow Ratio,0.9897,0.9259,0.9878,0.9744,0.9721,0.9298,0.9856,0.995,0.9975,0.9862,
20686,PFBC,EBT to EBIT Ratio,0.8139,0.8223,0.7611,0.7426,0.7068,0.6421,0.7072,0.8418,0.7921,0.5267,
20687,PFBC,EBIT to Revenue,0.6627,0.6924,0.7208,0.803,0.8566,1.0153,0.76,0.8211,0.8892,0.8271,
20688,PFC,Gross Margin,0.9961,0.9968,0.9973,0.9974,0.9974,1.0,1.0,1.0,1.0,0.9857,
20689,PFC,Operating Margin,0.4378,0.4676,0.4879,0.4747,0.4973,0.3776,0.2746,0.509,0.528,-0.0125,
20690,PFC,Net Profit Margin,0.2343,0.2496,0.2553,0.236,0.3136,0.3074,0.2185,0.3388,0.3026,0.2453,
20691,PFC,Interest Coverage Ratio,6.9323,7.403,6.9915,6.1036,4.7587,2.5943,3.0804,10.4166,4.9483,0.177,
20692,PFC,Income Before Tax Profit Margin,0.3302,0.3574,0.3682,0.3543,0.3857,0.3776,0.2746,0.509,0.4139,0.3273,
20693,PFC,Effective Tax Rate,0.2904,0.3016,0.3066,0.334,0.1868,0.1858,0.2043,0.1942,0.1908,0.2021,
20694,PFC,Return on Assets,,0.0118,0.0121,0.0118,0.015,0.0148,0.0118,0.0142,0.0116,0.0122,
20695,PFC,Return on Equity,,0.0945,0.1006,0.0969,0.1197,0.1196,0.0896,0.1038,0.0966,0.1122,
20696,PFC,Return on Invested Capital,,0.0814,0.0818,0.0856,0.1133,0.1207,0.1187,0.1315,0.1077,0.108,
20697,PFC,Return on Capital Employed,0.0184,0.0194,0.026,0.0254,0.0294,0.0306,0.0195,0.0262,0.0246,0.0235,
20698,PFC,Return on Tangible Assets,,0.0063,0.0064,0.0063,0.008,0.0103,0.0115,0.0139,0.0078,0.0065,
20699,PFC,Income Quality Ratio,1.2377,1.16,0.9355,1.1143,1.1472,0.8038,-0.8817,1.3103,1.7624,0.9534,
20700,PFC,Net Income per EBT,0.7096,0.6984,0.6934,0.666,0.8132,0.8142,0.7957,0.7742,0.793,0.7877,
20701,PFC,Free Cash Flow to Operating Cash Flow Ratio,0.8359,0.9399,0.922,0.9093,0.9214,0.921,1.0964,0.9817,0.9691,0.8697,
20702,PFC,EBT to EBIT Ratio,0.8361,0.848,0.8313,0.8091,0.7755,0.7045,0.7258,0.8924,0.7699,0.8362,
20703,PFC,EBIT to Revenue,0.3949,0.4215,0.4429,0.4379,0.4973,0.5359,0.3783,0.4904,0.4956,0.3725,
20704,PFIS,Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
20705,PFIS,Operating Margin,0.4468,0.4265,0.4489,0.4741,0.4899,0.344,0.3544,0.5393,0.598,0.0,
20706,PFIS,Net Profit Margin,0.2509,0.2529,0.2624,0.2347,0.2932,0.3039,0.3044,0.4435,0.3525,0.1673,
20707,PFIS,Interest Coverage Ratio,4.9315,5.1468,5.0131,4.6297,3.3664,1.9806,2.6826,6.0027,4.4053,0.7709,
20708,PFIS,Income Before Tax Profit Margin,0.3286,0.3174,0.3295,0.3387,0.3331,0.344,0.3544,0.5393,0.4198,0.1986,
20709,PFIS,Effective Tax Rate,0.2362,0.2032,0.2037,0.3071,0.1198,0.1166,0.1411,0.1776,0.1604,0.1576,
20710,PFIS,Return on Assets,,0.01,0.0103,0.0089,0.0112,0.0116,0.011,0.0139,0.011,0.0075,
20711,PFIS,Return on Equity,,0.0715,0.0775,0.0708,0.0916,0.095,0.095,0.1325,0.1162,0.0835,
20712,PFIS,Return on Invested Capital,,0.0836,0.0772,0.0665,0.0822,0.0847,0.0886,0.1374,0.1177,0.0876,
20713,PFIS,Return on Capital Employed,0.0173,0.0159,0.0166,0.0173,0.0189,0.0211,0.0171,0.0185,0.0177,0.0323,
20714,PFIS,Return on Tangible Assets,,0.0053,0.0055,0.0047,0.0059,0.0062,0.0058,0.0073,0.0058,0.0039,
20715,PFIS,Income Quality Ratio,1.1651,1.5932,1.4325,1.5492,1.3092,1.4407,1.2666,0.9369,1.112,1.224,
20716,PFIS,Net Income per EBT,0.7638,0.7968,0.7963,0.6929,0.8802,0.8834,0.8589,0.8224,0.8396,0.8424,
20717,PFIS,Free Cash Flow to Operating Cash Flow Ratio,0.9429,0.8399,0.7589,0.7815,0.8753,0.8489,0.9384,0.8802,0.8151,0.8232,
20718,PFIS,EBT to EBIT Ratio,0.7767,0.7865,0.7723,0.7538,0.68,0.6357,0.7047,0.8489,0.7443,0.8775,
20719,PFIS,EBIT to Revenue,0.423,0.4036,0.4267,0.4493,0.4899,0.5411,0.5029,0.6353,0.564,0.2264,
